"CaseId","WEIGHT","DV1A","DV1B","DV1C","DV1D","DV2A","DV2B","DV2C","DV2D","DV3A","DV3B","DV3C","DV3D","DV4A","DV4B","DV4C","DV4D","GENDER","AGE4","RACETHNICITY","EDUC5","INCOME4","METRO"
885,1.1602713006,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Female","18-29","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
886,3.7180463289,"Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Female","60+","Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
887,1.2420517061,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Male","30-44","Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
888,0.250107396,"Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Male","30-44","Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
889,0.4825119858,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Female","18-29","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
890,1.3571361346,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","60+","Black, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
891,1.9809753617,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Unsure","Yes","No","No","Yes","Unsure","Yes","Yes","Male","18-29","Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
892,0.4304851504,"Yes","Yes","Yes","Yes","No","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Female","30-44","Hispanic","Less than HS","Less than $30,000","Metro Area"
893,4.6907122238,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
894,0.1205280507,"No","No","No","No","Yes","Unsure","Yes","SKIPPED ON WEB","No","Unsure","Unsure","No","Yes","Unsure","Yes","Yes","Male","18-29","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
895,0.2493721817,"Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","Male","30-44","Hispanic","HS graduate or equivalent","Less than $30,000","Non-Metro Area"
896,1.6445241711,"Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Male","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
897,2.8509224143,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Female","45-59","Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
898,0.9934252981,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
899,0.9303369453,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Female","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
900,0.5482907136,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
901,0.5056878655,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Male","18-29","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
902,0.8344083539,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","Black, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
903,1.2639841078,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Female","45-59","Black, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
904,2.1840524222,"Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","Female","45-59","Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
905,0.7388281495,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","30-44","Black, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
906,1.016997903,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","No","No","Yes","Yes","Female","30-44","Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
907,0.3597783809,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","Male","18-29","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
908,1.0297140303,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","Male","18-29","2+, non-Hispanic","Less than HS","$30,000 to under $60,000","Non-Metro Area"
909,0.9502703787,"Yes","Yes","Yes","Yes","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","30-44","Black, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
910,2.7703915609,"Yes","Unsure","Yes","Yes","Unsure","No","Yes","Unsure","Yes","Yes","No","Yes","Unsure","Unsure","Yes","Yes","Female","18-29","Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
911,1.4947795947,"Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Female","30-44","Black, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
912,0.9601985873,"Yes","Unsure","Yes","Yes","No","No","Unsure","No","Yes","Yes","Unsure","No","No","No","Yes","No","Female","30-44","Black, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
913,1.2341574374,"Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Female","60+","Black, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
914,0.981196764,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Unsure","Unsure","Yes","Yes","Male","45-59","Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
915,1.5888617506,"Unsure","Unsure","Unsure","Yes","No","Yes","Unsure","No","No","No","No","No","No","No","Yes","No","Female","30-44","Black, non-Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
916,0.6919486495,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Female","30-44","Black, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
917,0.7578708773,"Yes","Unsure","Yes","Yes","No","Unsure","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","Male","18-29","Other, non-Hispanic","Less than HS","$30,000 to under $60,000","Metro Area"
918,1.0217021643,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Unsure","No","Yes","Yes","Unsure","Female","45-59","Black, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
919,0.3531423741,"Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Unsure","Yes","Yes","Unsure","Female","18-29","2+, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
920,0.7396413958,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Female","30-44","Black, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
921,0.2826041736,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Female","30-44","Black, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
922,3.4635841146,"Yes","Yes","Yes","SKIPPED ON WEB","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Female","18-29","White, non-Hispanic","Less than HS","$100,000 or more","Metro Area"
923,0.3197668956,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Female","45-59","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
924,2.0976945924,"Yes","Unsure","Yes","Yes","Unsure","Yes","No","Yes","No","Yes","Yes","Unsure","No","Yes","Yes","Yes","Female","60+","Black, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
925,0.6009454755,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","No","Yes","No","No","No","Unsure","Yes","Yes","Female","45-59","Black, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Non-Metro Area"
926,4.5208779387,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Male","60+","Black, non-Hispanic","Less than HS","Less than $30,000","Metro Area"
927,0.0572675963,"Yes","Unsure","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","No","Yes","Yes","Unsure","Female","45-59","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
928,0.3298262082,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Male","45-59","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
929,2.471481305,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Female","18-29","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
930,0.0694966435,"Yes","Unsure","Yes","Yes","No","Yes","Yes","Unsure","Unsure","Yes","Unsure","No","No","No","Yes","Unsure","Female","30-44","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
931,0.3260416147,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
932,0.5928865836,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Unsure","Female","30-44","Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
933,1.4183839672,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","Black, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
934,0.3905786416,"Yes","Unsure","Yes","Yes","Unsure","Yes","No","Unsure","Unsure","Unsure","Unsure","Unsure","No","No","No","Yes","Female","60+","Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
935,0.4419074189,"Yes","Unsure","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","Male","60+","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
936,0.4270358765,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","SKIPPED ON WEB","Yes","Yes","Female","18-29","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
937,0.220298625,"Yes","No","Yes","Yes","No","Yes","Yes","Unsure","Yes","Unsure","Unsure","Unsure","No","Unsure","Yes","No","Male","30-44","Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
938,1.8749932644,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","SKIPPED ON WEB","Yes","Yes","Yes","Yes","Female","18-29","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
939,1.6591993531,"Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","Unsure","No","Yes","No","Yes","Unsure","Female","60+","Black, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
940,0.6820096032,"Yes","Unsure","Unsure","Yes","Unsure","Unsure","Unsure","Unsure","Yes","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Female","30-44","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
941,0.2139259626,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","No","Unsure","Yes","No","Male","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
942,1.9423567042,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","45-59","Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
943,1.4010722653,"Yes","Unsure","Yes","Yes","No","No","Yes","Unsure","No","Yes","No","Unsure","No","No","Yes","No","Female","18-29","White, non-Hispanic","Less than HS","Less than $30,000","Metro Area"
944,0.8712619255,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","60+","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
945,2.3678841048,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Male","18-29","Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
946,0.1366491755,"Yes","Unsure","Yes","Yes","Yes","Unsure","Yes","Yes","No","No","Unsure","Unsure","No","Yes","Yes","Unsure","Male","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
947,0.4012355418,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","60+","Black, non-Hispanic","Bachelor's degree","Less than $30,000","Metro Area"
948,0.6760914809,"Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","Unsure","Unsure","Unsure","Male","45-59","Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
949,1.0120117256,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Unsure","Yes","Yes","Male","45-59","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
950,1.1578183003,"No","No","SKIPPED ON WEB","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Male","45-59","Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
951,3.6173361369,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Female","18-29","Hispanic","Less than HS","$30,000 to under $60,000","Metro Area"
952,2.113564997,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Female","18-29","White, non-Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
953,0.6842381147,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
954,1.0777839526,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","No","Yes","No","Male","18-29","White, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
955,3.1879562919,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Male","18-29","Hispanic","HS graduate or equivalent","Less than $30,000","Non-Metro Area"
956,0.4070882464,"Yes","Unsure","Yes","Yes","Unsure","Unsure","Unsure","Unsure","Yes","Unsure","Unsure","Unsure","No","Unsure","Yes","Unsure","Female","45-59","Black, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
957,1.7168270345,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Male","30-44","Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
958,3.5090796959,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Female","45-59","Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
959,0.5924054375,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Female","60+","Black, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Non-Metro Area"
960,3.1041949139,"Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Male","18-29","Hispanic","Less than HS","$30,000 to under $60,000","Metro Area"
961,1.4080954896,"Yes","Unsure","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Unsure","No","No","Unsure","No","Female","60+","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
962,0.8301331467,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Female","60+","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
963,0.7593449972,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
964,0.3189032534,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","45-59","Black, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
965,1.324242703,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Female","18-29","White, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
966,1.9156887549,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","No","No","No","Yes","No","Yes","No","Female","18-29","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
967,1.2151689362,"Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Female","45-59","Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
968,0.6871010402,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Female","30-44","Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
969,0.5375789773,"Yes","Unsure","Yes","Yes","No","Unsure","Yes","Yes","Yes","Yes","Unsure","Unsure","Unsure","Yes","Unsure","Yes","Female","60+","Black, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
970,0.1433189039,"Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","Yes","Unsure","Unsure","Unsure","Unsure","Yes","Yes","Yes","Yes","Female","45-59","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
971,1.0724963326,"Yes","Unsure","Yes","Yes","No","No","Unsure","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Male","45-59","Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
972,0.1896216245,"Yes","Yes","Yes","Yes","No","Yes","SKIPPED ON WEB","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Male","18-29","Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
973,0.3762574151,"Yes","Yes","Yes","Yes","Yes","SKIPPED ON WEB","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Male","18-29","Black, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
974,0.4522999959,"Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","Black, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Non-Metro Area"
975,0.8802692506,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
976,0.4554195056,"Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Unsure","No","No","Yes","No","Male","18-29","Asian-Pacific Islander, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
977,0.652742592,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Female","45-59","Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
978,3.3563154133,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","30-44","Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
979,0.5667675123,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Male","45-59","Black, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
980,0.4366745115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","45-59","Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
981,1.0026454145,"Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Female","45-59","Black, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
982,0.9274262251,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","30-44","Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
983,0.4472636686,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
984,2.398022057,"Yes","No","Yes","Yes","No","Unsure","Yes","Unsure","Unsure","Unsure","No","Unsure","No","Unsure","Yes","Unsure","Male","30-44","Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
985,0.4181197209,"Yes","Yes","Yes","Yes","No","Unsure","Unsure","Yes","No","Yes","Unsure","No","No","No","Yes","Yes","Female","30-44","Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
986,0.5471771824,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Male","18-29","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Non-Metro Area"
987,2.1422478306,"Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Female","60+","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
988,0.5712504964,"No","No","Yes","No","No","No","No","Yes","No","No","No","No","Unsure","No","Yes","No","Female","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
989,0.7153934932,"Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","Female","60+","Black, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
990,1.7461438958,"SKIPPED ON WEB","SKIPPED ON WEB","No","No","No","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","No","Unsure","No","Male","30-44","Black, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
991,0.8755315437,"No","Yes","Yes","Yes","Unsure","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","Male","45-59","Hispanic","Less than HS","Less than $30,000","Metro Area"
992,0.726086157,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Female","45-59","Black, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
993,0.4697468495,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
994,1.4634746207,"Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
995,1.6375372933,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Female","45-59","Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
996,0.9893721684,"Yes","No","Yes","Yes","No","No","No","Unsure","No","No","Unsure","Unsure","No","No","No","No","Female","30-44","Black, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
997,1.0294246368,"Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Unsure","No","No","Yes","Yes","Male","60+","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
998,1.7731309472,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Less than HS","$60,000 to under $100,000","Metro Area"
999,0.2504405472,"Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Female","30-44","Black, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
1000,0.669892166,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Male","18-29","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
1001,0.8564200025,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Female","18-29","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1002,0.6816666732,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Female","45-59","Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1003,1.7885914694,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","Male","30-44","Black, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
1004,0.9258005797,"Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Unsure","Female","30-44","Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
1005,1.3476591358,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Female","60+","White, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Non-Metro Area"
1006,0.3414325855,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1007,1.6965539593,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Male","18-29","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
1008,1.1884010907,"Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Male","18-29","White, non-Hispanic","Less than HS","$100,000 or more","Metro Area"
1009,0.6441911932,"Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1010,1.4395788493,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","60+","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
